,author,comment,published_time
1161,beertalkpod,Where is ginge,2023-10-03T23:30:49Z
1162,cookiebeast555,Lux recording his gameplay on a potato is killing me lmaoooo,2023-10-03T23:29:37Z
1163,PoloFlama69,"Yesssss , I needed this 👌",2023-10-03T23:26:56Z
1164,loc5565,Back to back to back to back banger uploads from the sidemen beta squad and amp,2023-10-03T23:25:37Z
1165,peadubz,"Thank god, finally a sidemen among us",2023-10-03T23:25:30Z
1166,cavsfan5236,Never a dull moment with Lazar lmao,2023-10-03T23:25:16Z
1167,hamza-chaudhry,Vik really gave up his colour for Lachlan,2023-10-03T23:24:46Z
1168,eliastoledo5680,WE NEED ISHOWMEAT PLAYING WITH THEM.,2023-10-03T23:24:29Z
1169,potatodeluna9678,Lazar having 200+ ping for most of the game:,2023-10-03T23:23:47Z
1170,thomasmccarthy7348,17:59 callux cancer comedy,2023-10-03T23:23:04Z
1171,Duckyboy,is this title for the wrong video this was a ninja mod not a spy mod,2023-10-03T23:22:30Z
1172,scuffedcovers,I swear Danny is always gunning for Simon every video whenever he is an impostor.,2023-10-03T23:21:12Z
1173,judinevandervent8701,Toni pls change your skin im unable to watch the video 🙁,2023-10-03T23:21:02Z
1174,daisyjimenez4544,The return of throwbi 😂,2023-10-03T23:20:55Z
1175,ari9638,I hate Tobi's eyeball skin with a PASSION! Please for love of eyes change it!!,2023-10-03T23:20:14Z
1176,funny0chicken,Vikkstars comment at 1:57 is crazy btw😂,2023-10-03T23:20:09Z
1177,k_banditk.1.w.146,I'm actual addicted to this shit leshfugngooo best content on YT,2023-10-03T23:20:02Z
1178,nah7612,"11 ads for a 30 min video is crazy, wtf happened to YT",2023-10-03T23:19:22Z
1179,hadyson5,Amen 😊,2023-10-03T23:19:08Z
1180,codexpopzx2860,Lazer is just give the sidemen the best moments ❤,2023-10-03T23:17:47Z
1181,L0ki123,Lazar wasn’t cooking he was cheffing,2023-10-03T23:16:49Z
1182,TheBioethicist,Please always Deji. He's so much fun in Among Us.,2023-10-03T23:14:45Z
1183,appleuser7281,Dojedishortsgamer,2023-10-03T23:13:52Z
1184,aquawrld,Such a lannan thing to do setting up a camera in lachlans room ☠️,2023-10-03T23:12:43Z
1185,derangedking117,Just make a sidemen among us channel already. Upload every day and have new guests etc. and never stop. Even if you all die just be ghosts and keep playing and uploading. Sidemen among us is the only YT videos I actually look forward too and smile when seeing new ones on my list,2023-10-03T23:12:33Z
1186,Naynay_h,Lazer cheating on among us kills the among us videos now. Dudes gotta cheat while being imposter.,2023-10-03T23:12:29Z
1187,OmniDashz,We need a 1 hr imposter video,2023-10-03T23:12:21Z
1188,Chosenone2,People who didn't come from tiktok are allowed to like this comment!,2023-10-03T23:11:06Z
1189,diogovicente369,"I absolutely love the fact that, for the first few minutes going into the video, the song playing in the background is The Mandate Eternal, a song keenly related to the Qing Empire in an alternate reality introduced by the Kaiserreich mod for Hearts of Iron IV. Two separate things which are part of my everyday life suddenly clanked together, even if for the most brief of moments",2023-10-03T23:10:41Z
1190,Chosenone2,Sidemen never fails to entertain,2023-10-03T23:10:39Z
1191,dreambydesign808,"For someone who hates waking up to make sidemen among us content, Lazer is a legend of a man.",2023-10-03T23:10:21Z
1192,opetahenry,Missed opportunity for Tobi to change his name to tobiiiiiiii since he has many eyes,2023-10-03T23:09:37Z
1193,roxybear4173,Awww nah vik…you did deji wrong lol 1:56,2023-10-03T23:07:59Z
1194,waffillow,boys.. come on... it cannot be almost 2024 and you lot are almost 30 still uploading amongus....,2023-10-03T23:06:20Z
1195,fye537,"Deji first try card swipe is super poetic, when it took just a million tries and countless rounds of teammates dying",2023-10-03T23:04:22Z
1196,Squarebracketslol,This is a test,2023-10-03T23:04:21Z
1197,m1ru123,The best content,2023-10-03T23:04:04Z
1198,cryptix19,"deji with no camera
callux in 480p
danny recording 1/4 of the screen
this is what the top youtubers have to offer",2023-10-03T23:03:32Z
1199,djrocket_real90,"the funniest thing is that they miss spelled something in the title "" SIDEMEN AMONG US SPY ROLE: THE IMPOSTER HAS A HIDDEN CAMERA"" they wrote us not use",2023-10-03T23:02:42Z
1200,zaidkidwai7831,Lux with the 144p,2023-10-03T23:00:40Z
1201,leenam2361,It’s weird not seeing Deji filming in his kitchen now 😂,2023-10-03T22:59:50Z
1202,fallout329,Simon calling them all dumb for not noticing he voted for Lazar but he just threw that game anyway by not saying anything when he knew who it was. lol oh well,2023-10-03T22:59:18Z
1203,HxZzFootball,"vik the type of guy to get imposter and then be mad that he has to ""lie to his friends again :(""",2023-10-03T22:58:59Z
1204,omarkamal9213,Only 30 min video??,2023-10-03T22:58:42Z
1205,nemojimeister8769,Let’s goooo,2023-10-03T22:54:51Z
1206,user-hs1ye1ji8q,Sidemen among us best with lazar and Lachlan best videos ever,2023-10-03T22:52:34Z
1207,landon7045,Danny looks homeless in this 😂,2023-10-03T22:52:12Z
1208,noelopez9207,Deji is hilarious please keep bringing him back but maybe tell em to get his shit ready b4😂,2023-10-03T22:50:42Z
1209,skittle1192,"Lazar is the 8th Sideman to me, he’s just too great to be considered a side character, I hope they pay him well for this❤️",2023-10-03T22:49:38Z
1210,noelopez9207,Deji going into glizzy overdrive is crazy,2023-10-03T22:49:03Z
1211,KingDanGate,I genuinely love this,2023-10-03T22:48:39Z
1212,hamza-chaudhry,9:41 12:15 20:19 _22:03_,2023-10-03T22:47:55Z
1213,lars878,Lazer a fucking content making guru,2023-10-03T22:46:44Z
1214,Travel_BR995,https://youtu.be/d7RbpC0ocX0?feature=shared,2023-10-03T22:44:50Z
1215,Treybrown1996,"Make lazerbeam a sideman
Edit its ninja not spy",2023-10-03T22:44:08Z
1216,SARAH_1LEE,29:43 i love danny omg lmaooooooooooo,2023-10-03T22:43:01Z
1217,mohmerch,😂,2023-10-03T22:39:55Z
1218,Classic_RJA,Danny got that air bender trim,2023-10-03T22:39:55Z
1219,nolfu1897,Among us video followed by a GTA one… just like the good old days,2023-10-03T22:39:15Z
1220,kraftmayo,Some of the best content on you tube hahha  a really good among us is better than most main channel vids lol,2023-10-03T22:39:08Z
1221,zeromind4331,Angry ginge need to make an appearance on here,2023-10-03T22:38:52Z
1222,sk8r852,Callux is the best in these videos so glad to see him back,2023-10-03T22:38:35Z
1223,kraftmayo,THANK YOU ❤,2023-10-03T22:38:28Z
1224,jchavez9414,22:40 out of context that sentence is MAD,2023-10-03T22:37:19Z
1225,itsssjoe,The edit for the TikTok Lachlan was watching is eliteeee 👏🏻,2023-10-03T22:34:14Z
1226,SARAH_1LEE,ethan has been the best lately  hes the goat,2023-10-03T22:34:02Z
1227,nolfu1897,"You guys should figure out some way to do a kill mic, so the imposter listens to a 2 sec reaction of the person getting killed, i rly think it could make it funny af",2023-10-03T22:33:21Z
1228,subtospacekd721,the scripting is so obvious,2023-10-03T22:32:58Z
1229,garethreesjournalism8877,Lazar is a genius,2023-10-03T22:31:17Z
1230,fadedsoulz1910,"Just sat down on the porcelain throne, best video to watch while doing my dirty work",2023-10-03T22:30:23Z
1231,Mitchell_Ch,"Can nobody record gameplay in this lobby properly? Danny is zoomed, lazar is 20fps and callux is 360p 😂",2023-10-03T22:30:11Z
1232,joeyboey720,Lazar just 10000 iq,2023-10-03T22:28:57Z
1233,Th3KingGaming,This is possibly one of the funniest moments in sidemen history!,2023-10-03T22:28:21Z
1234,jasonhenry1287,PLS KEEP ON DOING SDMN AMONG US..U DONT KNO HOW MUCH JOY IT BRINGS ME n love to all the sdmn❤,2023-10-03T22:27:33Z
1235,yanawalls,Did lux record on a potato,2023-10-03T22:26:55Z
1236,spookyme736,what is callux's recording quality and how do you only record top left of your screen,2023-10-03T22:26:02Z
1237,tomatostyle6052,Not surprise that deji and danny didn't record properly xD,2023-10-03T22:25:11Z
1238,uhhtemporaryme6073,Finally,2023-10-03T22:24:54Z
1239,Dog-xn4rl,We need Angry Ginge on this so badly,2023-10-03T22:24:49Z
1240,antoineladicani6786,BANGEERRRRRRRR,2023-10-03T22:24:42Z
1241,GodcintOG,Josh new hair suites him so good,2023-10-03T22:24:02Z
1242,justagalwhocomments,27:11 😂,2023-10-03T22:23:56Z
1243,jspaceemperor420,Bro Lachy finding the Camera was so fucking funny my ribs hurt 😂😂,2023-10-03T22:22:19Z
1244,Crazy_Alex_7667,Sidemen among us is goated,2023-10-03T22:21:34Z
1245,joselopez-jj6we,Lachlans reaction is just too good,2023-10-03T22:21:32Z
1246,justagalwhocomments,25:08 LMAOOOO,2023-10-03T22:21:13Z
1247,user-jd4jj3zi9s,They need to do this shit more often its got 750k views in 4hrs,2023-10-03T22:21:05Z
1248,UpNextBeatz,Oh boy … time to drop the hw for a bit here 😆 the sidemen is among us haha,2023-10-03T22:19:22Z
1249,jascameron7514,top quality defo need more gameplay on this channel I love it !!!,2023-10-03T22:19:08Z
1250,BanshiAU,Missed this! I love your Among Us videos but they seem to be getting further and further apart with uploads :(,2023-10-03T22:18:47Z
1251,clashinnumbers5619,I get sad when I see the video is almost over,2023-10-03T22:18:24Z
1252,ahmadarmaghan5143,Danny Aaron's saying fuck you're life to tobi was fucking hilarious,2023-10-03T22:18:09Z
1253,brandongray4279,Angryginge should be in the among us games,2023-10-03T22:18:00Z
1254,justagalwhocomments,20:50 W lannon,2023-10-03T22:17:00Z
1255,daniyajaweed5900,31:14 WTFF why is there an illuminati sign coming out of jjs face into the edit? Whats that all about?,2023-10-03T22:16:35Z
1256,Chris-eb3zu,If deji can’t be assed to charge his camera for a sidemen video just cut him,2023-10-03T22:16:22Z
1257,yessiilo4960,When Vik was standing next to Deji and said that's accurate..lmfao,2023-10-03T22:15:02Z
1258,hosseingh1075,Upload more among us😍♥️,2023-10-03T22:14:52Z
1259,chuckstevens4985,Callux recording in 360p,2023-10-03T22:13:25Z
1260,chelseahensley7794,"FINALLLLLLLLLLLLY, THANK YOU. BEEN NEEDING A NEW AMONG US VID FROM YALL",2023-10-03T22:13:08Z
1261,justagalwhocomments,16:18 I love how dodgy (DEJI) blamed the dead person. My icon ❤,2023-10-03T22:12:27Z
1262,OG-97,turn deji down pleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeease,2023-10-03T22:12:20Z
1263,JackVaughan02,25:10 lachys face could deffo be used as a meme template 😂,2023-10-03T22:11:33Z
1264,envy3713,please get angry ginge in for one of these. be jokes,2023-10-03T22:10:08Z
1265,justagalwhocomments,13:22 Noobie? Or coo-,2023-10-03T22:09:04Z
1266,MarkMcD17,Among us is so good,2023-10-03T22:09:03Z
1267,jacoblloyd3768,Lannan! Knows how’s to make content 🤣🤣🤣! Absolutely brilliant 🤣,2023-10-03T22:08:46Z
1268,AJ----,This was good!,2023-10-03T22:08:23Z
1269,TREVINparty,"even if among us dies, sidemen will always revive it",2023-10-03T22:08:19Z
1270,ahsan_ccu,Irl cams is a top tier Among Us strategy .,2023-10-03T22:05:34Z
1271,justagalwhocomments,10:46😂,2023-10-03T22:05:29Z
1272,markwhite7678,Finally,2023-10-03T22:04:23Z
1273,elektrosyndikate,I like josh’s new hair,2023-10-03T22:03:37Z
1274,exakerho1519,DOJI,2023-10-03T22:02:49Z
1275,connor_.b7,Lazar is the best part of among us,2023-10-03T22:00:58Z
1276,alayahwilliams6197,"2:10 LMAO
13:15
20:20 that shit is cute (lol and throwbi)
30:00 I love ur life",2023-10-03T22:00:46Z
1277,petebaro,Lazar beam cheat,2023-10-03T22:00:22Z
1278,srijanr6772,Never getting bored on this ❤,2023-10-03T21:59:55Z
1279,CloudGuru11,"We love you lazar, we do. Oh lazar we love you!",2023-10-03T21:59:12Z
1280,Eskii_NZL,"Lazar, Danny and Deji are literally the perfect people to be in on these among us matches bro 😂",2023-10-03T21:59:05Z
1281,stephenjackson8479,There's something about Deji that puts me off all videos he's in,2023-10-03T21:58:43Z
1282,jamielfc_6795,We need angryginge13 in these,2023-10-03T21:58:26Z
1283,justagalwhocomments,4:35 CALLLLLUX,2023-10-03T21:58:23Z
1284,NiaGeeh,YESSSSS MORE AMONG US! ❤❤❤❤,2023-10-03T21:57:53Z
1285,patrickpenton698,Best one yet,2023-10-03T21:57:35Z
1286,tjg2929,lannan putting a secret camera just makes this whole video,2023-10-03T21:57:20Z
1287,izaiahyopek5268,My subtitles keep calling Lachlan “Lockheed”,2023-10-03T21:56:49Z
1288,elasticcamper,lmaooooooo,2023-10-03T21:56:46Z
1289,tegeztheguy2719,"Lannan absolutely carried this episode! One of the best sidemen among us videos out there, love the addition of Lannan and Lachy",2023-10-03T21:56:05Z
1290,TGH316,Tobis character reminds me of Eye Guy from Mighty Morphin Power Rangers 😅,2023-10-03T21:55:58Z
1291,cookiee__,There’s a Ninjer among us -Josh zerkaa 16:41🧐🤨🤨,2023-10-03T21:55:30Z
1292,devhaur1742,lachy not killing lazar for the content is a dub,2023-10-03T21:54:52Z
1293,justagalwhocomments,1:33 fitting,2023-10-03T21:54:45Z
1294,stevetrevor7004,Lazer getting imposter twice then exposing lachlan as imposter 😂😂😂,2023-10-03T21:54:08Z
1295,prithviroy11,Lannan is goated,2023-10-03T21:53:21Z
1296,ToxioNN,"I love this series, never get sick of it after all tjis time 😂😂😂",2023-10-03T21:53:00Z
1297,sonnylindsay4901,The contrast between Lachlan and Lannan’s set ups is brilliant,2023-10-03T21:52:54Z
1298,PankajSharma-uv6mj,This video was a lazar beam masterclass 🤣,2023-10-03T21:52:15Z
1299,erfanmason7124,why are Ethan's eyebrows with his dad?,2023-10-03T21:52:04Z
1300,iammhs712,0:45 I'm only able to think about the floating dragon slot on stake when I hear this sound track...,2023-10-03T21:50:46Z
1301,dutchsoccerusa4747,W video but am I the only one that thought my AirPods were dying with that sound effect at the start 😭,2023-10-03T21:49:29Z
1302,RSGuardianE11,Lachlans Revenge next vid?,2023-10-03T21:49:14Z
1303,arthurmorganhimself,"Deji: “impossible task! that’s the first time i’ve done that” 
Yeah no wonder you got the achievement🤣",2023-10-03T21:49:03Z
1304,BananaHannaah,"Deji, danny aarons and lazar make the videos SOOOOOOO much better than you guys think. Absolutely love your among us videos🤪",2023-10-03T21:47:26Z
1305,ratulhasanjim9278,Simon says Anny darrons 🤣,2023-10-03T21:47:14Z
1306,veluta2549,Deji is becoming a regular in Among us and it was one of the best decisions they could've made. He's the 2nd best addition next to Lazar,2023-10-03T21:47:03Z
1307,jameselliott5631,We want angry ginge on among us,2023-10-03T21:46:58Z
1308,Samaelx.,Imagine still playing a dead game 🤦🏾.,2023-10-03T21:46:54Z
1309,kireshanmoodley2510,We need to get one of these every week,2023-10-03T21:42:50Z
1310,Moe-sm2dx,Dejis laugh sounds like a choking yokel,2023-10-03T21:41:48Z
1311,Kishore_006,"Nah bruh this Manchester United team gives me trauma fr
Mann Tobi i don't know wat do i tell!
😭😭😭",2023-10-03T21:41:07Z
1312,William_-zs7kd,more,2023-10-03T21:41:04Z
1313,football90min76,lazerbeem carried this video!,2023-10-03T21:41:00Z
1314,ksnapperrocks254,New sidemen amoung us video makes the day perfect,2023-10-03T21:40:56Z
1315,Tovilian,i like how Deji is so committed to any of his accusations,2023-10-03T21:40:20Z
1316,pokemien6472,Give lannan some revenue,2023-10-03T21:39:15Z
1317,xAmosBoss,the thumbnail could've been more realistic like JJ's one when Simon and him cheated. Would've got more clicks imo,2023-10-03T21:39:10Z
1318,moonheadmills7582,I thought ginge was meant to be in this,2023-10-03T21:39:10Z
1319,CompassPvP,hi,2023-10-03T21:37:57Z
1320,neomntambo9920,Need more among us videos,2023-10-03T21:37:46Z
1321,DeadSezSo,16:40 Josh: There's a ninjer amungos!,2023-10-03T21:37:22Z
1322,Idk-xx3qt,Finally another among us,2023-10-03T21:36:08Z
1323,okobenifeanyi8693,Lachy was flabbergasted 😂,2023-10-03T21:36:07Z
1324,fmslegend4716,Play among us with Ishowspeed,2023-10-03T21:36:01Z
1325,body3471,.,2023-10-03T21:34:38Z
1326,spoecy9913,The way lachy was standing there looking at the camera😂😂 Nahh we gotta make that to some meme,2023-10-03T21:33:38Z
1327,adoodlebug108,SPEED 20v1 then This brilliant,2023-10-03T21:32:15Z
1328,goku_cooks,we want speed button>>>>>,2023-10-03T21:31:45Z
1329,marwanzogheib1224,I miss Harry,2023-10-03T21:31:09Z
1330,hocein845,Why my pet is not petting callux said😂😂😂,2023-10-03T21:28:55Z
1331,lamitaelbaba5372,no harry yet,2023-10-03T21:28:02Z
1332,VergaVenuda,Just as i finished cooking some chicken soup lets fucking goooo,2023-10-03T21:25:27Z
1333,ahmadromanali,I’ve been waiting for callux to make a return!!,2023-10-03T21:25:16Z
1334,yamamoto5392,3:55  wtf is that💀💀,2023-10-03T21:24:57Z
1335,infinit9657,I miss deji playing on the kitchen table,2023-10-03T21:24:44Z
1336,leewalker1612,To all the people hating on Lazar. What a way to shut you up,2023-10-03T21:24:24Z
1337,giduadam5256,Shit I missed this to watch United game what a waste… 🤦‍♂️,2023-10-03T21:24:08Z
1338,Telic,these always make me want to punch danny,2023-10-03T21:23:55Z
1339,LJP_NFFC,Get Ginge in please,2023-10-03T21:23:54Z
1340,NicholasGivens-sd5le,fuck finally bro,2023-10-03T21:22:37Z
1341,xFluffz,Going to miss JJ yelling at us to get MoreSidemen to 8mil 😂😭,2023-10-03T21:22:03Z
1342,CaptainSimon142,this was amazing we need more among us,2023-10-03T21:21:34Z
1343,stephaddams,This game will never die,2023-10-03T21:20:59Z
1344,emmanuelgbadebo6360,we need sidemen EA FC 24 PRO CLUBS WHOSSS WITH ME ???!!!!!!,2023-10-03T21:19:14Z
1345,KireTV,We need Danny and Deji irl collab it would be chaotic,2023-10-03T21:18:51Z
1346,gcarlton8710,Finally,2023-10-03T21:18:48Z
1347,TheRedCourage,Lazar can see YTPWRBOI wank,2023-10-03T21:18:42Z
1348,bruhimagoat,What the hell is up with this floating dragon slot machine music ,2023-10-03T21:18:13Z
1349,nimisireogunsanya5680,Finaly,2023-10-03T21:17:54Z
1350,leoallanson6882,can we get ginge on this pls,2023-10-03T21:17:53Z
1351,tonytoetaps,Need ginge here,2023-10-03T21:17:30Z
1352,EveryOtherDay123,we need lachlan back bro,2023-10-03T21:17:29Z
1353,k4kura212,YES CALLUX,2023-10-03T21:16:46Z
1354,ethercraftec4784,25:10 nah the realization face 🤣,2023-10-03T21:16:45Z
1355,cgxrush1174,Finally among us videos,2023-10-03T21:16:44Z
1356,veluta2549,"11:05 Lazar and Danny masterclass 11:51

19:08 masterful kill wow 

20:44 

21:04 no u didnt 

29:37 29:43 

30:04 30:08 tobi bullied",2023-10-03T21:16:43Z
1357,lachlan,Locking my door at all times from now on...,2023-10-03T21:16:10Z
1358,fortyprsa2649,I have been waiting so long for another among us video I've been rewatching all of them,2023-10-03T21:15:22Z
1359,XPG5shorts,Finally OMG ive been waiting for another sdmn among us,2023-10-03T21:14:55Z
1360,KP-ue8rq,The intro to Callux playing 🤣👍,2023-10-03T21:14:40Z
1361,stormemajor7681,Lazar you are absolutely GOATED!!!🤣,2023-10-03T21:14:04Z
1362,rachelrichards2828,Get angry ginge for new episode,2023-10-03T21:13:32Z
1363,cristianabundis7270,Lux camera is so garbage and his quality is a potatoe🤮,2023-10-03T21:13:30Z
1364,geegee5400,take a bow Lazerbeam,2023-10-03T21:11:13Z
1365,drayexo,#makemoreamougusvideos,2023-10-03T21:10:37Z
1366,OompaaLoomppaa,I LOVE SIDEMEN AMONG US WITH LAZAR ON IT 😂😂,2023-10-03T21:09:57Z
1367,SafaAyoub,The way Lachlan looked straight into the camera made me crease,2023-10-03T21:09:37Z
1368,andrewjutzi5187,The funniest part about these videos is Deji’s laugh,2023-10-03T21:09:19Z
1369,tam2011,i love this so much,2023-10-03T21:07:46Z
1370,sam_bedford,Legit this is just Lazarbeam Among Us ft. The Sidemen at this point. Bro most have got over half the screen time in this video 😅,2023-10-03T21:07:38Z
1371,ksnapperrocks254,We need more among us,2023-10-03T21:07:26Z
1372,Eriiikkk1,L lazar,2023-10-03T21:06:18Z
1373,ezekielclark434,Sidemen would be the ones to break up the sidemen over among us,2023-10-03T21:06:02Z
1374,ninjafanninjago,"At 17:50, WOW! I CANNOT believe Lazar got away with a kill! Way to pull a CORPSE! Well done! I am so happy of Danny Aaron’s. I have watched his progression on becoming an awesome Among Us player.",2023-10-03T21:05:59Z
1375,kingslayer2379,Not let the videos stop !! Love both the ausis !!,2023-10-03T21:05:50Z
1376,bobbybillybob,Where’s ginge,2023-10-03T21:05:24Z
1377,Memessssss,W,2023-10-03T21:05:17Z
1378,gmrad2456,"Lol Callux in this video was less useful than a black marker 
We love him tho",2023-10-03T21:03:03Z
1379,darkhumoured-sigma,Man Toby's character just icked me soo much,2023-10-03T21:01:49Z
1380,GuessWhooou,Lol Simons dog really doesn't love him,2023-10-03T20:59:31Z
1381,The6617,FINALLY,2023-10-03T20:59:02Z
1382,willhopley,Anyone else find Callux proper annoying in every video?,2023-10-03T20:58:40Z
1383,Lol-zj1kl,25:05 lol,2023-10-03T20:58:04Z
1384,kingslayer2379,Danny jumped at reactor warning was the funniest thing 🤣,2023-10-03T20:57:47Z
1385,theogordon9276,Callux back is a straight W,2023-10-03T20:55:28Z
1386,Nickdabom8,Petition to make a meme out of 25:11,2023-10-03T20:55:21Z
1387,codywalker5651,😂,2023-10-03T20:55:10Z
1388,ItsMeObvs,"Laser was cooking, 0 keyboards broken. Impressive",2023-10-03T20:54:43Z
1389,jzisers,Lazer is playing smart for setting that up!,2023-10-03T20:53:35Z
1390,funfactory990,We need more sidemen among us,2023-10-03T20:53:29Z
1391,zxcv_vhaegar,lachy is a meme,2023-10-03T20:52:17Z
1392,hr11shs,It’s currently #1 trending,2023-10-03T20:52:14Z
1393,fatalfire4992,"This 
Was lasers moment",2023-10-03T20:50:24Z
1394,BenConsidine-se3fe,2 mins in and calux has been violated love to see it,2023-10-03T20:50:01Z
1395,pettiebay2155,Deji with the glitzy over drive 😂😂😂,2023-10-03T20:50:00Z
1396,HyperSonicSam,"Tobi: On my life I was…
Aarons: F your life mate you’re gone 😂",2023-10-03T20:48:51Z
1397,dabirzain,Toby such a crybaby bruh god damn,2023-10-03T20:48:24Z
1398,HighriseSuicides,you know you’re a real degen when you recognize the Floating Dragon slot music at the start of this video🤦‍♂️😂,2023-10-03T20:48:01Z
1399,fynnkrausefootball,Among us vids are only made for the editors to show their full abilities 🤣,2023-10-03T20:47:29Z
1400,AFunkyHypnoCat,tobi was fkiiiin crying aarons was jokes😭😭😭,2023-10-03T20:47:12Z
1401,NightRowBlast12,🔥,2023-10-03T20:46:08Z
1402,sliceysliceofapancake,The moment Lachlan realized there was a camera may be one of the funniest sidemen among us moments,2023-10-03T20:45:44Z
1403,angelhols,thank you so much i missed among us this is what i needed,2023-10-03T20:45:42Z
1404,berrybomb8256,Harry? 🥺,2023-10-03T20:45:17Z
1405,alejandromontes305,Anyone else love the among us videos,2023-10-03T20:44:57Z
1406,George-fh9rv,“Fuck your life mate you’re gone” - Danny 😂😂😂💀💀,2023-10-03T20:43:00Z
1407,ironsheep6818,DOUBLE O DEJ,2023-10-03T20:42:40Z
1408,coreyslater8363,There back yesss,2023-10-03T20:42:14Z
1409,micho00159,Josh with the new hair looks like he is finally entering the middle age crisis,2023-10-03T20:41:56Z
1410,sparkins6727,Let’s get ginge on this,2023-10-03T20:41:47Z
1411,SARAH_1LEE,LAZAARRRRR YAAYYY,2023-10-03T20:41:39Z
1412,candym0n709,Lazar too good,2023-10-03T20:40:04Z
1413,StanVanGundy1,Angryginge would make a good feature,2023-10-03T20:39:51Z
1414,lilyplayss,Loved this sidemen among us,2023-10-03T20:39:09Z
1415,z0d10grapher7,get ginge on next lol,2023-10-03T20:37:53Z
1416,FanofThisIsFg,Finally u guys doing a among us video i was watching all the old among us videos,2023-10-03T20:37:31Z
1417,theaverageone9289,I need vikstar in among us,2023-10-03T20:37:20Z
1418,W3alyy,We gotta have Speed in one of these,2023-10-03T20:35:56Z
1419,alikax5501,another sidemen among us irl 😩,2023-10-03T20:34:31Z
1420,DrJayPlays,Tobi's avatar kicking my trypophobic ass 😷,2023-10-03T20:32:14Z
1421,Enigma19,I don't think you understand how long Ive waited for a new among us video,2023-10-03T20:31:33Z
1422,danielwatts146,Danny’s beard came back for the video,2023-10-03T20:30:55Z
1423,bruzzy4811,25:00 😂,2023-10-03T20:30:27Z
1424,hlogilehlogonolo5438,The Australians carried this video😭😭,2023-10-03T20:30:25Z
1425,georgebrash5766,Need angry ginge in an Among Us vid,2023-10-03T20:30:19Z
1426,ElChingonsote91,"Underrated pun from Tobiiiii with many ""i""s",2023-10-03T20:29:26Z
1427,sam_bedford,"Glad to see GTA and Among Us back again on this channel, feels like it's been at least a month 😅",2023-10-03T20:26:44Z
1428,spacexxxman1250,Been waiting for this... nothing better than sideman amoung us 🤣🔥,2023-10-03T20:26:13Z
1429,kearonfairbrother6968,am i the only one that hasn't missed lux,2023-10-03T20:26:06Z
1430,sasVSazoz,I think normal among us is better than the mods,2023-10-03T20:26:06Z
1431,SabheeZ,"110% 💯 no sidemen videos are better than sidemen among us these days

Pleaseeee spam more sidemen Among us! Fkn love them!",2023-10-03T20:25:09Z
1432,jonasord12,Lazar is actually insane,2023-10-03T20:23:47Z
1433,LIVBLOSSOM,callux has the worst camera lmao,2023-10-03T20:23:30Z
1434,Janthony04,What in the porn acting was that? Couldn’t help but find that shit cringe,2023-10-03T20:23:12Z
1435,beccac5889,"This was a lazar video, not a sideman video. And im here for it",2023-10-03T20:22:39Z
1436,Uhhhhhh64,Lazar is the reason why i have trust issues,2023-10-03T20:21:38Z
1437,JKey,Lannan is such a great addition,2023-10-03T20:21:12Z
1438,humorgoblin2584,"Danny is the hero of this vid, simon is just a jealous rat",2023-10-03T20:21:02Z
1439,JGals-Journey,"Fuck your life mate 

Yer gawn 😂😂",2023-10-03T20:20:59Z
1440,JoseManuel-ck5tm,This was a Lazar Special 😂 holy sh*t!!,2023-10-03T20:20:27Z
1441,luisboulingui-tital6780,29:41 danny 💀‼️,2023-10-03T20:19:22Z
1442,MysticMarble,We need among us at least twice a month,2023-10-03T20:19:21Z
1443,sliceysliceofapancake,Ethan’s among us skin is so wholesome he’s really embracing dad life,2023-10-03T20:19:09Z
1444,MysticMarble,lazar carried this episode hard 😂😂,2023-10-03T20:18:58Z
1445,IF.12,I am addicted to these sidemen playing among us,2023-10-03T20:16:23Z
1446,jayjayare,really milking this 😍,2023-10-03T20:16:03Z
1447,AKA_LC69,25:06 That reaction though! Elite! 🤣🤣🤣🤣🤣🤣🤣,2023-10-03T20:14:57Z
1448,Winx175,0:36  O.o dog,2023-10-03T20:14:49Z
1449,teey_yaa,Finally!  😻,2023-10-03T20:13:24Z
1450,hamedalikhan2721,"Tobi: On my life
Danny Aarons: Fuck your life😂😂😂😂",2023-10-03T20:12:44Z
1451,VhastlyIdeas23,L for Lachlan,2023-10-03T20:12:06Z
1452,brettharpt1284,these are better than main channel,2023-10-03T20:11:55Z
1453,Maniaak66,So happy lazar is in these :D. Pure Gold! lmao,2023-10-03T20:11:55Z
1454,errolmalesa,EVERYONE SPEED IS IN HOSPITAL IN THIS MOMENT,2023-10-03T20:11:37Z
1455,ZEATH09,I truly believe that Lazar is the 8th sidemen always putting efforts in making content ❤,2023-10-03T20:11:12Z
1456,frankiedenkie9990,I can’t watch this because of Toby’s skin cmon 🤢,2023-10-03T20:10:05Z
1457,Mrs.PhatMawma,Tobi’s skin in the game was actually doing me in 😭 the trypophobia was sooo strong,2023-10-03T20:09:57Z
1458,BoffManShop,Bro lochlan staring into the camera was the 1st time I howled outloud in a long time.,2023-10-03T20:09:22Z
1459,Yusuf78657,Oh yes another among us vid,2023-10-03T20:09:17Z
1460,marsietis1536,Where's Harry :/// I miss that lad ^^,2023-10-03T20:09:11Z
